494,2000-02-29,86.19,1
499,2000-06-14,98.34,1
511,2000-01-27,86.79,1
512,2000-02-13,99.5,1
521,2000-10-28,86.25,1
524,2000-11-26,88.61,1
525,2000-09-16,90.1,1
529,2000-11-29,91.13,1
542,2000-01-29,88.26,1
545,2000-08-23,97.97,1
546,2000-12-18,88.65,1
565,2000-11-27,87.8,1
574,2000-02-17,97.37,1
591,2000-09-05,86.94,1
592,2000-04-22,93.47,1
593,2000-09-29,93.35,1
603,2000-01-25,93.75,1
625,2000-07-30,97.7,1
627,2000-08-30,85.15,1
629,2000-01-18,93.57,1
630,2000-07-13,86.23,1
631,2000-09-16,96.2,1
637,2000-08-09,95.6,1
638,2000-12-16,93.34,1
641,2000-06-06,97.93,1
644,2000-06-01,91.0,1
646,2000-11-02,96.8,1
650,2000-12-20,85.67,1
657,2000-08-26,97.58,1
662,2000-08-31,90.57,1
663,2000-07-11,92.25,1
665,2000-10-18,85.85,1
666,2000-11-24,91.88,1
674,2000-10-10,93.82,1
675,2000-05-11,98.38,1
677,2000-09-20,85.84,1
688,2000-06-23,98.47,1
693,2000-04-08,91.25,1
699,2000-02-01,98.46,1
708,2000-11-21,88.81,1
712,2000-12-09,91.23,1
713,2000-09-26,95.74,1
714,2000-07-27,98.05,1
717,2000-08-19,90.67,1
719,2000-03-29,93.24,1
720,2000-12-07,88.17,1
722,2000-12-30,91.21,1
726,2000-03-24,91.75,1
749,2000-07-03,86.52,1
754,2000-04-15,97.27,1
756,2000-06-05,87.98,1
757,2000-02-12,94.11,1
758,2000-05-10,96.37,1
765,2000-12-13,92.53,1
781,2000-12-19,98.93,1
785,2000-06-17,96.15,1
789,2000-03-06,98.33,1
790,2000-05-19,96.24,1
795,2000-01-27,98.2,1
797,2000-06-30,93.79,1
800,2000-09-02,94.13,1
803,2000-10-01,92.48,1
826,2000-12-24,85.51,1
841,2000-04-15,90.54,1
848,2000-03-21,92.37,1
851,2000-10-10,90.51,1
866,2000-05-19,88.22,1
871,2000-04-17,89.44,1
876,2000-06-08,91.42,1
880,2000-05-07,99.36,1
882,2000-05-13,95.25,1
898,2000-03-09,92.95,1
903,2000-03-13,86.3,1
908,2000-12-08,96.37,1
914,2000-09-16,97.75,1
933,2000-06-08,95.08,1
942,2000-03-25,95.3,1
966,2000-10-21,97.06,1
969,2000-07-01,95.85,1
977,2000-05-25,90.38,1
978,2000-04-28,91.72,1
987,2000-05-07,96.26,1
988,2000-10-04,91.96,1
991,2000-04-07,97.38,1
1011,2000-11-01,98.67,1
1014,2000-08-03,90.59,1
1038,2000-02-24,85.29,1
1047,2000-07-09,90.27,1
1051,2000-09-08,90.01,1
1057,2000-06-07,96.99,1
1061,2000-10-15,90.88,1
1096,2000-07-15,97.19,1
1109,2000-01-18,92.45,1
1117,2000-06-07,94.86,1
1122,2000-08-19,97.43,1
1123,2000-12-18,90.75,1
1131,2000-08-05,85.99,1
1132,2000-07-04,96.65,1
1140,2000-01-12,96.04,1
1146,2000-06-25,99.07,1
1149,2000-07-01,91.14,1
1156,2000-12-11,92.18,1
1167,2000-03-03,92.72,1
1176,2000-01-31,93.7,1
1182,2000-08-11,85.89,1
1192,2000-12-30,89.34,1
1221,2000-11-28,94.11,1
1224,2000-10-16,96.47,1
1237,2000-11-25,96.6,1
1242,2000-04-08,86.15,1
1243,2000-07-02,92.24,1
1249,2000-07-20,87.34,1
1250,2000-09-16,93.04,1
1258,2000-08-19,96.3,1
1266,2000-03-11,86.11,1
1277,2000-08-16,90.88,1
1282,2000-08-16,93.92,1
1284,2000-12-09,86.89,1
1285,2000-07-08,98.86,1
1286,2000-05-20,96.31,1
1288,2000-01-13,96.93,1
1298,2000-02-22,96.63,1
1342,2000-05-28,97.56,1
1347,2000-09-20,94.39,1
1348,2000-07-19,92.07,1
1349,2000-12-13,99.8,1
1351,2000-12-24,87.45,1
1355,2000-08-28,88.12,1
1357,2000-04-13,87.25,1
1358,2000-07-05,93.47,1
1359,2000-02-21,90.62,1
1363,2000-02-27,99.44,1
1365,2000-02-06,94.33,1
1368,2000-03-05,87.9,1
1373,2000-10-02,99.84,1
1375,2000-12-19,95.08,1
1378,2000-09-28,98.52,1
1385,2000-10-26,91.74,1
1386,2000-02-16,89.1,1
1390,2000-08-21,94.23,1
1392,2000-04-08,96.28,1
1394,2000-08-30,91.66,1
1398,2000-10-21,93.33,1
1403,2000-12-05,87.65,1
1415,2000-06-22,96.58,1
1430,2000-05-24,87.93,1
1433,2000-10-26,98.86,1
1437,2000-04-24,91.18,1
1460,2000-03-31,99.43,1
1462,2000-01-28,92.67,1
1465,2000-07-30,92.86,1
1491,2000-08-13,97.3,1
1499,2000-06-11,88.76,1
1509,2000-11-30,94.31,1
1517,2000-01-12,93.69,1
1530,2000-06-15,92.74,1
1537,2000-09-10,88.77,1
1542,2000-03-07,94.61,1
1561,2000-01-16,94.21,1
1572,2000-02-24,98.55,1
1575,2000-01-01,95.61,1
1583,2000-07-03,97.0,1
1619,2000-11-17,88.94,1
1622,2000-01-11,94.28,1
1629,2000-12-04,91.47,1
1648,2000-12-05,87.13,1
1653,2000-12-06,93.17,1
1655,2000-11-15,91.25,1
1656,2000-12-07,93.37,1
1669,2000-03-20,92.25,1
1672,2000-01-28,88.5,1
1678,2000-11-15,87.58,1
1684,2000-10-28,97.0,1
1685,2000-05-14,93.72,1
1689,2000-01-23,89.67,1
1691,2000-01-20,89.92,1
1692,2000-05-03,99.44,1
1695,2000-12-08,88.85,1
1697,2000-06-15,87.77,1
1709,2000-09-18,87.94,1
1723,2000-01-01,99.92,1
1724,2000-12-26,94.36,1
1725,2000-10-01,93.57,1
1731,2000-03-27,94.63,1
1740,2000-01-06,90.06,1
1742,2000-07-11,90.47,1
1743,2000-12-08,97.48,1
1754,2000-08-10,98.14,1
1772,2000-11-18,90.05,1
1775,2000-12-19,91.52,1
1779,2000-09-26,85.26,1
1785,2000-05-20,91.48,1
1793,2000-08-13,89.77,1
1795,2000-06-18,89.93,1
1819,2000-09-05,97.09,1
1822,2000-01-22,95.25,1
1830,2000-03-24,97.81,1
1838,2000-07-24,99.55,1
1841,2000-09-23,92.25,1
1845,2000-08-03,86.27,1
1847,2000-01-25,91.8,1
1856,2000-10-18,97.36,1
1858,2000-11-04,86.2,1
1866,2000-09-30,92.39,1
1875,2000-06-04,99.79,1
1888,2000-10-03,97.35,1
1902,2000-04-22,93.43,1
1903,2000-09-28,91.65,1
1906,2000-04-11,87.6,1
1910,2000-07-11,86.26,1
1916,2000-12-12,91.64,1
1917,2000-09-26,94.28,1
1923,2000-05-17,86.94,1
1930,2000-12-18,88.37,1
1931,2000-07-10,96.93,1
1936,2000-04-13,92.26,1
1946,2000-06-08,91.13,1
1952,2000-10-13,91.19,1
1956,2000-10-22,92.19,1
1967,2000-03-12,91.88,1
1972,2000-08-30,94.07,1
1979,2000-06-16,91.52,1
1996,2000-10-19,88.89,1
2005,2000-03-25,93.74,1
2015,2000-02-19,96.1,1
2036,2000-08-24,94.72,1
2039,2000-08-23,88.62,1
2047,2000-03-25,86.87,1
2050,2000-07-14,94.17,1
2063,2000-05-24,89.0,1
2067,2000-03-20,88.9,1
2074,2000-08-25,96.43,1
2076,2000-08-31,97.25,1
2093,2000-10-11,98.62,1
2094,2000-08-03,99.81,1
2103,2000-11-15,94.6,1
2112,2000-09-29,90.6,1
2117,2000-06-28,97.57,1
2126,2000-04-14,97.42,1
2129,2000-04-14,88.38,1
2131,2000-02-02,97.86,1
2156,2000-08-18,90.33,1
2169,2000-10-11,87.35,1
2184,2000-08-24,93.74,1
2185,2000-09-28,90.5,1
2188,2000-07-19,98.95,1
2195,2000-06-02,94.14,1
2197,2000-08-17,96.26,1
2199,2000-01-16,90.99,1
2203,2000-09-12,98.59,1
2205,2000-07-01,90.38,1
2221,2000-09-22,86.97,1
2226,2000-03-02,95.91,1
2234,2000-01-31,98.69,1
2253,2000-12-05,89.15,1
2265,2000-05-20,98.67,1
2266,2000-10-12,95.09,1
2268,2000-09-15,97.59,1
2269,2000-10-04,86.84,1
2277,2000-03-14,95.44,1
2278,2000-03-01,96.67,1
2283,2000-09-25,94.27,1
2287,2000-06-02,89.84,1
2289,2000-08-27,87.17,1
2294,2000-05-27,94.58,1
2296,2000-03-24,86.8,1
2303,2000-03-22,91.91,1
2304,2000-12-03,86.84,1
2318,2000-07-31,95.83,1
2328,2000-06-13,99.88,1
2330,2000-02-05,87.59,1
2341,2000-06-12,96.44,1
2343,2000-01-31,90.1,1
2345,2000-02-20,94.68,1
2355,2000-07-30,87.85,1
2359,2000-08-28,89.84,1
2360,2000-07-06,87.03,1
2366,2000-07-12,94.22,1
2376,2000-02-25,93.44,1
2381,2000-11-25,88.45,1
2382,2000-09-16,90.26,1
2389,2000-08-19,94.04,1
2400,2000-06-03,94.13,1
2408,2000-01-08,93.93,1
2419,2000-10-20,99.04,1
2424,2000-10-14,93.42,1
2438,2000-04-20,94.27,1
2444,2000-08-20,93.03,1
2445,2000-09-27,92.04,1
2447,2000-06-11,88.33,1
2450,2000-06-03,90.49,1
2459,2000-08-21,92.76,1
2469,2000-05-27,99.92,1
2470,2000-10-14,94.03,1
2471,2000-05-03,87.23,1
2492,2000-08-01,95.02,1
2494,2000-09-01,95.17,1
2495,2000-09-30,89.72,1
2502,2000-03-18,99.18,1
2506,2000-11-20,86.08,1
2509,2000-01-20,96.76,1
2513,2000-12-18,96.77,1
2517,2000-10-19,88.49,1
2523,2000-01-20,87.35,1
2526,2000-08-24,94.13,1
2527,2000-10-05,98.95,1
2535,2000-09-02,96.43,1
2542,2000-05-28,86.61,1
2543,2000-02-09,94.04,1
2545,2000-03-23,91.52,1
2558,2000-08-07,88.43,1
2561,2000-03-09,88.56,1
2563,2000-10-16,92.56,1
2576,2000-10-10,86.14,1
2584,2000-11-06,92.31,1
2608,2000-09-21,86.83,1
2620,2000-10-13,94.17,1
2621,2000-05-08,94.06,1
2630,2000-11-21,93.4,1
2633,2000-05-28,94.8,1
2641,2000-09-10,90.37,1
2646,2000-07-12,91.05,1
2656,2000-04-02,97.82,1
2660,2000-09-10,93.37,1
2672,2000-05-28,94.85,1
2683,2000-04-20,89.31,1
2698,2000-10-20,86.41,1
2699,2000-11-26,93.81,1
2704,2000-05-30,98.75,1
2707,2000-09-09,90.09,1
2711,2000-04-23,95.89,1
2714,2000-09-21,88.76,1
2716,2000-07-31,88.28,1
2718,2000-05-21,90.88,1
2736,2000-07-01,94.67,1
2746,2000-10-26,97.8,1
2755,2000-06-25,99.07,1
2760,2000-06-29,91.0,1
2764,2000-11-03,95.44,1
2769,2000-12-23,95.36,1
2771,2000-12-18,95.34,1
2790,2000-03-11,91.73,1
2793,2000-05-21,89.92,1
2794,2000-05-02,98.17,1
2798,2000-12-24,90.83,1
2804,2000-11-23,96.03,1
2810,2000-11-18,90.38,1
2820,2000-06-21,95.06,1
2822,2000-01-24,88.46,1
2828,2000-09-01,94.63,1
2831,2000-01-12,85.37,1
2833,2000-12-17,92.29,1
2834,2000-09-23,87.96,1
2839,2000-07-11,95.74,1
2842,2000-05-09,95.55,1
2845,2000-10-22,97.52,1
2852,2000-02-14,92.06,1
2861,2000-03-22,85.11,1
2869,2000-01-30,96.15,1
2870,2000-07-26,95.33,1
2884,2000-12-17,92.19,1
2891,2000-09-24,94.94,1
2892,2000-07-18,87.99,1
2895,2000-03-16,85.76,1
2899,2000-03-10,89.14,1
2908,2000-06-06,97.63,1
2914,2000-11-28,94.83,1
2923,2000-08-19,87.43,1
2925,2000-03-17,87.75,1
2928,2000-04-16,91.96,1
2929,2000-09-22,87.22,1
2934,2000-01-06,93.14,1
2943,2000-06-19,96.67,1
2955,2000-08-02,90.98,1
2967,2000-10-22,85.61,1
2971,2000-03-29,99.13,1
2986,2000-11-26,94.97,1
2995,2000-05-18,89.63,1
3002,2000-11-20,97.33,1
3004,2000-11-07,99.33,1
3006,2000-12-30,86.54,1
3011,2000-06-07,90.21,1
3020,2000-07-29,96.47,1
3025,2000-07-31,99.26,1
3036,2000-10-14,88.69,1
3040,2000-08-05,95.28,1
3051,2000-03-17,95.93,1
3052,2000-03-01,95.07,1
3061,2000-12-03,98.52,1
3083,2000-10-11,86.14,1
3114,2000-05-09,95.67,1
3123,2000-10-18,94.53,1
3129,2000-10-21,93.23,1
3133,2000-11-17,97.33,1
3138,2000-07-10,95.63,1
3144,2000-08-21,88.76,1
3145,2000-07-09,94.21,1
3146,2000-02-23,91.21,1
3147,2000-02-12,85.08,1
3148,2000-11-25,95.65,1
3151,2000-11-25,95.21,1
3156,2000-08-03,92.23,1
3163,2000-06-16,85.63,1
3164,2000-11-25,94.72,1
3166,2000-05-16,99.19,1
3171,2000-02-23,85.79,1
3194,2000-03-19,91.81,1
3195,2000-12-11,97.14,1
3197,2000-11-27,95.46,1
3208,2000-12-28,99.94,1
3225,2000-09-11,97.47,1
3226,2000-10-12,99.27,1
3229,2000-01-19,92.73,1
3232,2000-08-28,96.63,1
3239,2000-10-18,95.75,1
3243,2000-12-04,88.51,1
3250,2000-02-16,93.93,1
3257,2000-10-15,94.75,1
3258,2000-05-13,98.11,1
3268,2000-06-05,89.88,1
3271,2000-06-24,99.86,1
3277,2000-03-20,91.0,1
3283,2000-08-12,86.97,1
3284,2000-07-02,90.07,1
3287,2000-05-19,88.98,1
3289,2000-04-19,97.35,1
3290,2000-12-19,92.62,1
3308,2000-12-15,86.59,1
3319,2000-01-02,86.76,1
3321,2000-03-22,98.94,1
3327,2000-02-20,86.41,1
3328,2000-11-28,95.73,1
3338,2000-04-03,86.94,1
3341,2000-09-23,98.62,1
3346,2000-12-29,93.19,1
3352,2000-04-18,94.18,1
3368,2000-11-23,93.06,1
3375,2000-11-05,99.85,1
3380,2000-05-10,85.15,1
3385,2000-08-25,94.79,1
3393,2000-06-24,87.46,1
3407,2000-07-19,93.28,1
3436,2000-12-05,92.76,1
3446,2000-05-20,94.85,1
3451,2000-03-05,98.2,1
3452,2000-05-19,96.36,1
3462,2000-11-24,87.11,1
3472,2000-06-15,88.17,1
3474,2000-09-28,99.8,1
3476,2000-08-24,89.63,1
3477,2000-07-13,98.13,1
3486,2000-12-15,99.94,1
3502,2000-01-10,89.95,1
3507,2000-09-07,97.77,1
3516,2000-11-06,97.83,1
3519,2000-09-07,92.1,1
3520,2000-07-19,98.81,1
3527,2000-04-16,97.39,1
3529,2000-03-14,89.69,1
3532,2000-11-03,92.06,1
3540,2000-12-09,94.04,1
3547,2000-01-23,92.96,1
3550,2000-10-27,95.21,1
3554,2000-03-25,90.43,1
3568,2000-02-24,91.91,1
3571,2000-01-16,99.51,1
3575,2000-02-13,96.03,1
3586,2000-04-15,93.26,1
3593,2000-12-28,94.46,1
3594,2000-09-27,87.73,1
3601,2000-05-21,98.19,1
3620,2000-05-14,95.15,1
3622,2000-01-08,91.57,1
3623,2000-07-09,85.56,1
3629,2000-11-12,93.14,1
3631,2000-04-16,97.74,1
3639,2000-07-31,87.11,1
3642,2000-11-13,92.47,1
3647,2000-08-22,94.13,1
3654,2000-11-19,89.8,1
3659,2000-07-02,86.94,1
3661,2000-05-03,98.01,1
3668,2000-12-28,85.89,1
3669,2000-04-24,99.33,1
3676,2000-05-11,85.91,1
3681,2000-06-25,99.4,1
3696,2000-11-16,85.2,1
3703,2000-01-30,99.18,1
3714,2000-07-13,95.22,1
3715,2000-02-29,95.89,1
3725,2000-09-13,98.95,1
3734,2000-01-14,98.52,1
3739,2000-01-20,93.48,1
3750,2000-06-14,95.5,1
3753,2000-05-03,96.62,1
3761,2000-04-09,98.84,1
3768,2000-07-13,90.98,1
3775,2000-08-12,85.72,1
3787,2000-05-30,92.33,1
3803,2000-12-04,86.97,1
3806,2000-09-01,91.31,1
3813,2000-01-04,87.08,1
3814,2000-04-27,99.93,1
3816,2000-08-29,86.1,1
3825,2000-10-04,96.42,1
3831,2000-02-18,85.54,1
3838,2000-04-09,94.56,1
3847,2000-12-09,99.06,1
3850,2000-02-29,98.62,1
3853,2000-03-16,98.04,1
3859,2000-04-16,97.77,1
3863,2000-11-23,95.81,1
3866,2000-04-04,90.78,1
3871,2000-11-04,92.2,1
3874,2000-04-04,92.62,1
3876,2000-11-21,99.21,1
3879,2000-05-08,99.23,1
3888,2000-10-28,91.35,1
3900,2000-09-12,87.09,1
3912,2000-04-15,92.48,1
3940,2000-10-05,94.17,1
3944,2000-09-28,94.83,1
3946,2000-01-05,93.26,1
3975,2000-04-08,86.25,1
3976,2000-07-02,92.32,1
3985,2000-12-16,95.64,1
3991,2000-04-24,91.16,1
4023,2000-08-31,88.95,1
4030,2000-07-18,88.03,1
4033,2000-02-25,93.29,1
4035,2000-07-08,91.45,1
4038,2000-08-21,90.33,1
4067,2000-02-11,85.37,1
4069,2000-08-21,94.62,1
4072,2000-03-25,92.29,1
4075,2000-08-29,85.6,1
4076,2000-04-18,92.46,1
4077,2000-09-22,86.47,1
4080,2000-12-04,87.68,1
4091,2000-01-21,85.57,1
4092,2000-02-10,98.59,1
4096,2000-10-12,88.36,1
4106,2000-01-07,99.42,1
4108,2000-05-13,94.69,1
4113,2000-04-16,98.58,1
4123,2000-03-18,96.48,1
4134,2000-07-04,89.25,1
4137,2000-04-23,91.32,1
4141,2000-05-30,90.81,1
4155,2000-12-13,88.9,1
4170,2000-12-10,94.74,1
4172,2000-10-20,90.23,1
4179,2000-06-27,85.03,1
4187,2000-05-27,97.05,1
4190,2000-05-30,95.77,1
4191,2000-07-19,86.89,1
4192,2000-09-12,89.05,1
4194,2000-06-07,86.89,1
4196,2000-12-13,91.09,1
4205,2000-10-11,86.06,1
4227,2000-05-25,97.96,1
4242,2000-06-26,96.29,1
4243,2000-05-09,88.09,1
4248,2000-03-30,86.0,1
4254,2000-02-08,97.79,1
4255,2000-07-27,92.82,1
4259,2000-10-25,88.67,1
4261,2000-04-28,85.99,1
4265,2000-07-06,86.77,1
4269,2000-12-13,94.83,1
4276,2000-11-17,86.97,1
4277,2000-09-15,93.16,1
4278,2000-07-13,87.36,1
4289,2000-07-01,98.82,1
4305,2000-06-24,96.09,1
4306,2000-05-11,92.11,1
4307,2000-07-10,85.29,1
4308,2000-09-10,91.47,1
4317,2000-12-17,93.97,1
4322,2000-07-05,94.32,1
4329,2000-03-30,98.09,1
4330,2000-03-04,92.17,1
4337,2000-02-23,95.05,1
4343,2000-06-18,92.51,1
4350,2000-08-28,90.03,1
4351,2000-07-11,93.71,1
4353,2000-03-16,92.0,1
4359,2000-01-27,94.98,1
4362,2000-01-20,99.52,1
4366,2000-08-19,94.39,1
4381,2000-10-07,90.81,1
4394,2000-11-10,85.45,1
4395,2000-09-08,88.48,1
4407,2000-06-15,93.31,1
4409,2000-08-11,95.01,1
4432,2000-01-29,90.19,1
4434,2000-07-30,85.29,1
4437,2000-04-12,91.11,1
4446,2000-09-11,98.98,1
4452,2000-11-22,92.41,1
4453,2000-12-09,92.58,1
4455,2000-12-07,86.05,1
4456,2000-06-29,88.9,1
4459,2000-06-24,99.05,1
4464,2000-03-05,97.09,1
4469,2000-04-05,97.08,1
4471,2000-01-19,88.86,1
4475,2000-07-06,95.54,1
4479,2000-06-09,98.94,1
4485,2000-03-24,95.29,1
4488,2000-08-08,96.77,1
4495,2000-03-11,91.08,1
4508,2000-08-31,99.92,1
4509,2000-12-29,98.68,1
4532,2000-05-24,97.23,1
4540,2000-08-29,86.03,1
4541,2000-04-24,98.94,1
4551,2000-09-22,85.0,1
4556,2000-06-24,91.83,1
4575,2000-03-31,95.95,1
4585,2000-06-14,99.61,1
4591,2000-06-05,85.6,1
4599,2000-05-24,91.45,1
4602,2000-06-16,89.64,1
4603,2000-02-09,85.24,1
4610,2000-01-11,97.94,1
4639,2000-12-25,93.81,1
4640,2000-09-25,86.43,1
4641,2000-02-11,97.82,1
4644,2000-07-05,93.72,1
4645,2000-02-27,97.38,1
4668,2000-02-11,93.23,1
4671,2000-03-05,88.12,1
4675,2000-09-13,91.67,1
4686,2000-08-07,85.42,1
4701,2000-03-24,90.92,1
4703,2000-04-30,89.78,1
4719,2000-07-15,98.22,1
4726,2000-05-01,98.22,1
4735,2000-11-06,89.35,1
4736,2000-11-28,88.05,1
4743,2000-02-07,88.44,1
4744,2000-02-10,90.13,1
4771,2000-09-06,96.73,1
4778,2000-02-25,87.68,1
4779,2000-12-03,99.6,1
4786,2000-05-30,88.26,1
4806,2000-04-16,93.81,1
4815,2000-10-27,97.29,1
4822,2000-02-10,86.39,1
4824,2000-10-22,97.6,1
4829,2000-04-26,95.2,1
4839,2000-07-03,94.27,1
4842,2000-02-05,86.55,1
4844,2000-09-25,97.63,1
4852,2000-08-07,92.17,1
4859,2000-10-05,92.42,1
4860,2000-04-30,88.43,1
4864,2000-03-10,96.89,1
4880,2000-06-17,85.08,1
4886,2000-06-24,95.56,1
4889,2000-08-14,87.54,1
4890,2000-07-05,93.2,1
4899,2000-12-02,88.97,1
4904,2000-04-09,97.16,1
4916,2000-11-08,98.95,1
4917,2000-05-19,93.69,1
4918,2000-07-16,89.62,1
4929,2000-10-26,90.32,1
4939,2000-05-13,92.52,1
4940,2000-07-13,88.77,1
4948,2000-10-16,88.91,1
4952,2000-11-08,93.31,1
4959,2000-11-02,95.62,1
4961,2000-06-14,92.44,1
4980,2000-02-07,99.47,1
4988,2000-01-25,92.46,1
4990,2000-05-22,95.93,1
5002,2000-01-24,87.07,1
5009,2000-10-28,92.45,1
5010,2000-02-22,94.73,1
5021,2000-12-27,98.63,1
5022,2000-12-17,85.78,1
5025,2000-10-02,87.85,1
5033,2000-05-31,91.13,1
5047,2000-05-08,87.78,1
5052,2000-04-02,91.87,1
5062,2000-09-26,85.28,1
5076,2000-11-06,97.76,1
5079,2000-08-10,98.9,1
5081,2000-10-01,90.21,1
5084,2000-07-25,90.13,1
5087,2000-05-31,99.15,1
5090,2000-01-13,98.69,1
5114,2000-08-25,87.33,1
5117,2000-10-16,94.57,1
5118,2000-05-06,89.87,1
5121,2000-10-07,94.26,1
5137,2000-07-13,97.35,1
5140,2000-11-11,90.39,1
5141,2000-12-04,91.98,1
5144,2000-04-20,88.92,1
5150,2000-08-08,88.15,1
5161,2000-02-26,98.7,1
5163,2000-08-18,92.39,1
5164,2000-09-21,85.7,1
5165,2000-02-09,96.77,1
5171,2000-04-04,90.96,1
5179,2000-05-23,85.02,1
5190,2000-12-05,95.89,1
5194,2000-07-28,93.02,1
5195,2000-12-05,85.85,1
5196,2000-07-02,93.99,1
5203,2000-04-27,97.55,1
5209,2000-05-10,85.43,1
5221,2000-07-07,88.56,1
5225,2000-04-05,86.0,1
5253,2000-05-10,90.22,1
5261,2000-08-15,91.37,1
5269,2000-06-05,95.17,1
5271,2000-02-06,98.81,1
5279,2000-04-21,90.72,1
5285,2000-06-25,91.23,1
5302,2000-05-05,95.35,1
5314,2000-02-04,87.09,1
5316,2000-06-03,94.53,1
5324,2000-02-07,90.21,1
5327,2000-05-03,86.68,1
5328,2000-04-25,98.46,1
5329,2000-12-20,90.54,1
5335,2000-05-22,99.25,1
5336,2000-10-16,99.12,1
5337,2000-07-28,90.11,1
5343,2000-06-25,96.25,1
5344,2000-05-11,91.89,1
5347,2000-11-23,94.8,1
5352,2000-09-21,89.04,1
5355,2000-12-16,85.69,1
5364,2000-03-09,87.62,1
5367,2000-10-04,91.16,1
5373,2000-11-28,90.37,1
5375,2000-09-15,90.27,1
5378,2000-01-16,93.46,1
5379,2000-07-18,92.48,1
5385,2000-08-12,90.36,1
5393,2000-11-23,90.06,1
5406,2000-03-29,96.85,1
5409,2000-01-26,99.41,1
5416,2000-08-09,87.81,1
5420,2000-10-26,98.54,1
5424,2000-09-16,87.92,1
5428,2000-09-17,86.05,1
5441,2000-08-30,91.62,1
5449,2000-12-05,85.64,1
5450,2000-06-28,89.33,1
5455,2000-04-07,96.1,1
5457,2000-09-04,96.95,1
5470,2000-03-23,95.95,1
5472,2000-03-13,86.12,1
5473,2000-09-16,96.93,1
5475,2000-03-07,91.76,1
5480,2000-07-27,93.26,1
5481,2000-12-14,96.9,1
5485,2000-03-12,98.49,1
5490,2000-06-07,95.67,1
5492,2000-04-21,86.98,1
5494,2000-07-05,86.5,1
5507,2000-12-21,86.82,1
5512,2000-03-28,94.86,1
5515,2000-03-15,88.03,1
5517,2000-03-08,98.94,1
5518,2000-05-23,99.75,1
5520,2000-10-25,94.73,1
5538,2000-01-02,97.4,1
5551,2000-08-21,93.97,1
5568,2000-01-23,90.6,1
5577,2000-04-12,91.68,1
5578,2000-09-28,96.46,1
5586,2000-01-06,90.13,1
5593,2000-08-27,92.9,1
5598,2000-03-17,93.49,1
5611,2000-01-28,91.21,1
5612,2000-05-03,95.55,1
5613,2000-10-05,94.55,1
5620,2000-04-15,90.7,1
5626,2000-04-10,92.79,1
5630,2000-07-10,88.69,1
5635,2000-11-14,91.76,1
5663,2000-10-30,96.17,1
5668,2000-11-13,94.06,1
5670,2000-12-20,90.43,1
5672,2000-10-14,97.85,1
5675,2000-03-17,92.07,1
5686,2000-11-05,86.0,1
5691,2000-10-09,85.33,1
5700,2000-01-30,97.04,1
5706,2000-12-08,86.26,1
5707,2000-06-30,89.69,1
5721,2000-01-22,96.15,1
5724,2000-11-08,96.31,1
5739,2000-01-20,96.12,1
5741,2000-10-16,93.09,1
5746,2000-07-21,92.34,1
5751,2000-08-25,98.73,1
5752,2000-12-24,95.51,1
5759,2000-01-18,86.88,1
